pd_score,segment,recommendation,loan_amnt,int_rate,grade,fico_mid,dti,annual_inc,home_ownership,purpose,addr_state,emp_length_years,credit_history_length,revol_util,inq_last_6mths,acc_open_past_24mths,bc_open_to_buy
0.3180497803450743,S5,Review,8500.0,13.59,C,672.0,24.48,55000.0,RENT,home_improvement,NV,5.0,39,53.0,0.0,13.0,7572.0
0.11283934631049103,S2,Approve,1500.0,11.99,B,727.0,32.97,17000.0,RENT,other,NE,0.0,39,31.2,0.0,4.0,7586.0
0.1060196088571884,S2,Approve,36000.0,9.44,B,707.0,18.21,75000.0,RENT,debt_consolidation,CA,10.0,132,68.1,0.0,1.0,10294.0
0.06104780243299551,S1,Approve,7000.0,9.44,B,692.0,4.07,36000.0,MORTGAGE,credit_card,CO,10.0,144,42.1,0.0,0.0,5562.0
0.27519486650396585,S5,Reject,3025.0,19.03,D,687.0,24.84,33000.0,MORTGAGE,debt_consolidation,GA,5.0,85,46.7,1.0,7.0,2010.0
0.1258879639812382,S2,Approve,10800.0,11.99,B,732.0,9.54,20000.0,RENT,credit_card,CO,0.0,72,36.1,0.0,1.0,11825.0
0.18481730349923073,S3,Reject,30000.0,21.45,D,712.0,9.2,265000.0,MORTGAGE,major_purchase,CO,10.0,210,79.7,2.0,3.0,12502.0
0.1612309284614021,S3,Review,10000.0,19.03,D,732.0,23.43,42000.0,MORTGAGE,home_improvement,IN,5.0,159,26.3,0.0,4.0,21.0
0.059403866389951925,S1,Approve,30000.0,9.93,B,697.0,7.16,130000.0,OWN,credit_card,IL,10.0,186,59.4,0.0,0.0,12688.0
0.139325892132134,S3,Reject,40000.0,9.44,B,692.0,25.47,126000.0,RENT,debt_consolidation,AZ,8.0,118,84.9,0.0,1.0,6371.0
0.09360027994604522,S2,Review,35000.0,9.44,B,762.0,19.08,115000.0,MORTGAGE,debt_consolidation,LA,10.0,167,32.8,0.0,13.0,24900.0
0.07335549449675637,S1,Approve,8000.0,9.44,B,697.0,25.73,62000.0,RENT,credit_card,GA,0.0,157,44.3,0.0,2.0,10728.0
0.17743326550623517,S3,Reject,3000.0,12.62,C,662.0,6.02,60000.0,MORTGAGE,debt_consolidation,NJ,10.0,125,6.4,0.0,9.0,2555.0
0.1408153858219183,S3,Reject,9600.0,16.02,C,682.0,21.16,115000.0,MORTGAGE,credit_card,KS,8.0,88,52.3,2.0,7.0,17081.0
0.36744043672705673,S5,Reject,7500.0,20.0,D,682.0,,17000.0,MORTGAGE,debt_consolidation,VA,,124,96.4,0.0,5.0,164.0
0.1823140020457483,S3,Reject,36775.0,15.05,C,692.0,15.18,125000.0,MORTGAGE,credit_card,AL,1.0,168,46.0,0.0,7.0,24658.0
0.059944347106142014,S1,Approve,2500.0,11.99,B,702.0,12.53,130000.0,OWN,other,CA,10.0,390,92.9,0.0,4.0,1009.0
0.2136115300088247,S4,Reject,8000.0,13.59,C,682.0,21.84,49000.0,MORTGAGE,debt_consolidation,IL,10.0,156,56.5,0.0,8.0,15797.0
0.21252502289169448,S4,Reject,20000.0,20.0,D,687.0,18.71,85000.0,MORTGAGE,debt_consolidation,NY,10.0,293,51.6,2.0,6.0,4874.0
0.03930593753412273,S1,Approve,15000.0,7.07,A,762.0,11.67,210000.0,RENT,credit_card,CA,0.0,440,18.5,0.0,4.0,46048.0
0.22425044231475075,S4,Review,7000.0,12.62,C,707.0,26.49,70000.0,RENT,credit_card,CA,0.0,250,22.1,1.0,12.0,22074.0
0.022979023501892237,S1,Approve,14000.0,5.32,A,792.0,15.21,120000.0,MORTGAGE,credit_card,WA,0.0,307,24.1,0.0,6.0,34970.0
0.08531591907844262,S1,Approve,4000.0,20.0,D,712.0,17.42,52000.0,MORTGAGE,debt_consolidation,WI,0.0,168,66.1,1.0,4.0,2345.0
0.21781998543749978,S4,Reject,14000.0,12.62,C,672.0,17.73,51500.0,MORTGAGE,debt_consolidation,IN,7.0,170,53.8,1.0,4.0,2183.0
0.10169342266135735,S2,Approve,5000.0,7.97,A,707.0,10.7,75000.0,RENT,debt_consolidation,NJ,3.0,62,25.9,1.0,5.0,5298.0
0.31125262967885436,S5,Reject,9600.0,25.82,E,662.0,38.82,17000.0,MORTGAGE,debt_consolidation,MN,3.0,123,34.6,0.0,4.0,1515.0
0.14257213009745573,S3,Reject,21600.0,9.44,B,727.0,25.17,83000.0,MORTGAGE,debt_consolidation,AZ,0.0,206,50.3,0.0,6.0,6278.0
0.10673496760734302,S2,Approve,12000.0,9.44,B,722.0,19.07,64000.0,MORTGAGE,debt_consolidation,MD,10.0,215,80.4,0.0,2.0,
0.1525200590839407,S3,Reject,16000.0,9.44,B,672.0,24.51,89000.0,MORTGAGE,credit_card,CA,10.0,227,54.0,1.0,7.0,4358.0
0.18003937836744913,S3,Reject,7000.0,16.02,C,682.0,2.07,32000.0,MORTGAGE,moving,MO,5.0,134,16.2,0.0,7.0,5936.0
0.27647394847740775,S5,Reject,2500.0,16.02,C,692.0,38.82,20000.0,RENT,other,CT,10.0,163,57.9,0.0,4.0,2833.0
0.2149620155878433,S4,Reject,2500.0,16.02,C,797.0,2.07,29999.0,RENT,major_purchase,SC,1.0,416,0.7,2.0,1.0,6751.0
0.24280025473635103,S4,Reject,4000.0,7.21,A,767.0,2.79,28000.0,MORTGAGE,medical,NV,,143,3.8,2.0,7.0,20727.0
0.07398336272784997,S1,Approve,2500.0,18.06,D,732.0,2.07,17000.0,RENT,debt_consolidation,NJ,0.0,48,2.1,0.0,7.0,15600.0
0.10144831059172085,S2,Approve,20000.0,7.21,A,802.0,21.11,108000.0,RENT,debt_consolidation,CA,10.0,201,0.0,0.0,4.0,2400.0
0.42601385515414375,S5,Reject,35000.0,19.03,D,667.0,27.29,88000.0,RENT,debt_consolidation,FL,7.0,155,75.0,0.0,11.0,4913.0
0.25276524613307094,S4,Reject,3000.0,13.59,C,682.0,19.19,50000.0,RENT,debt_consolidation,TX,2.0,52,23.2,0.0,10.0,11851.0
0.029653321764155846,S1,Approve,15000.0,7.07,A,777.0,5.09,265000.0,MORTGAGE,small_business,LA,10.0,206,4.5,0.0,7.0,112516.0
0.11902095171354816,S2,Approve,3000.0,9.93,B,702.0,6.51,50000.0,RENT,moving,CA,2.0,82,21.5,1.0,5.0,1755.0
0.2111507772362468,S4,Review,21800.0,18.06,D,672.0,25.55,73000.0,MORTGAGE,debt_consolidation,CA,10.0,278,73.1,0.0,3.0,0.0
0.28262602896593503,S5,Reject,15000.0,20.0,D,667.0,13.3,108000.0,MORTGAGE,debt_consolidation,PA,10.0,233,56.2,3.0,5.0,8869.0
0.29097111548785043,S5,Reject,10000.0,10.91,B,692.0,24.04,70000.0,RENT,other,FL,2.0,56,47.5,0.0,6.0,717.0
0.27097219490025326,S5,Reject,7000.0,21.45,D,682.0,30.18,30000.0,OWN,debt_consolidation,AZ,0.0,70,40.1,1.0,6.0,4393.0
0.010009664788720108,S1,Approve,11000.0,5.32,A,807.0,13.02,130000.0,MORTGAGE,debt_consolidation,NC,10.0,331,3.9,1.0,10.0,102076.0
0.07303737971460261,S1,Approve,7500.0,12.62,C,677.0,7.66,55000.0,RENT,debt_consolidation,CA,6.0,158,60.8,0.0,1.0,4315.0
0.04411806516926879,S1,Approve,30000.0,5.32,A,797.0,2.94,130000.0,MORTGAGE,debt_consolidation,MD,0.0,200,16.0,1.0,3.0,87508.0
0.22735899335912413,S4,Review,15000.0,16.02,C,667.0,6.57,65000.0,MORTGAGE,debt_consolidation,AZ,2.0,118,18.2,1.0,13.0,52658.0
0.2062691115847601,S4,Reject,5000.0,9.93,B,682.0,17.87,35000.0,RENT,other,LA,0.0,179,7.5,0.0,4.0,4410.0
0.2271442844658678,S4,Reject,5000.0,10.42,B,707.0,24.63,30000.0,RENT,credit_card,AR,10.0,163,16.4,1.0,4.0,19816.0
0.2454822956777654,S4,Reject,35000.0,13.59,C,672.0,13.52,130000.0,RENT,credit_card,FL,10.0,185,65.7,0.0,3.0,27645.0
0.17973146951169033,S3,Reject,32000.0,10.42,B,722.0,19.29,90000.0,MORTGAGE,debt_consolidation,HI,10.0,143,28.1,1.0,7.0,29485.0
0.08517690661498292,S1,Approve,9700.0,7.21,A,727.0,14.35,59780.0,MORTGAGE,credit_card,NM,0.0,184,11.8,0.0,9.0,9285.0
0.1614194621780294,S3,Review,7500.0,10.42,B,692.0,17.58,95000.0,MORTGAGE,debt_consolidation,ME,2.0,139,67.4,0.0,5.0,128.0
0.06348840839689493,S1,Approve,13000.0,7.07,A,757.0,16.96,84000.0,MORTGAGE,debt_consolidation,AZ,,459,32.7,2.0,3.0,21827.0
0.023956214390831617,S1,Approve,4000.0,7.07,A,752.0,20.67,160000.0,MORTGAGE,other,FL,3.0,195,42.5,0.0,4.0,22020.0
0.08876761013275968,S1,Approve,18000.0,9.44,B,672.0,3.72,227000.0,RENT,credit_card,CT,1.0,173,83.3,0.0,3.0,6094.0
0.37675814691634635,S5,Reject,7800.0,10.91,B,667.0,28.85,45000.0,MORTGAGE,other,IL,10.0,76,75.0,1.0,8.0,1125.0
0.2649850316758234,S4,Reject,8000.0,17.09,D,692.0,38.82,50000.0,MORTGAGE,debt_consolidation,MO,10.0,161,45.4,2.0,8.0,3859.0
0.1647394206498717,S3,Reject,30000.0,18.06,D,682.0,13.38,84000.0,MORTGAGE,credit_card,NV,7.0,138,41.6,0.0,11.0,35695.0
0.12449569959275039,S2,Approve,7000.0,15.05,C,692.0,16.78,56500.0,MORTGAGE,debt_consolidation,IL,4.0,268,92.1,1.0,2.0,437.0
0.11477033700362908,S2,Approve,31000.0,10.91,B,732.0,19.82,107700.0,MORTGAGE,debt_consolidation,CA,8.0,155,56.3,1.0,6.0,8111.0
0.1290599163169231,S2,Approve,9600.0,10.42,B,687.0,26.5,63000.0,RENT,moving,WA,1.0,174,73.2,0.0,2.0,7357.0
0.2660417254745318,S4,Reject,3000.0,14.08,C,707.0,26.2,29000.0,OWN,other,NY,1.0,105,0.0,0.0,1.0,
0.3179076267155666,S5,Reject,11000.0,15.05,C,672.0,30.52,30000.0,OWN,debt_consolidation,NY,5.0,141,57.8,0.0,4.0,1966.0
0.3343734352012473,S5,Reject,10000.0,14.08,C,662.0,13.21,47802.0,OWN,debt_consolidation,OH,5.0,163,29.6,0.0,8.0,17101.0
0.2484546189534115,S4,Reject,3200.0,10.42,B,712.0,18.15,44500.0,MORTGAGE,vacation,PA,,133,12.9,1.0,4.0,8523.0
0.12184750121257887,S2,Approve,6500.0,9.93,B,717.0,9.71,88000.0,RENT,debt_consolidation,MD,7.0,185,71.7,0.0,3.0,374.0
0.05916594540118868,S1,Approve,7000.0,7.21,A,797.0,30.66,22000.0,MORTGAGE,credit_card,VA,0.0,135,18.4,0.0,3.0,14312.0
0.2449964951368158,S4,Reject,14000.0,11.99,B,682.0,33.14,63000.0,MORTGAGE,debt_consolidation,CA,9.0,168,49.8,0.0,5.0,2650.0
0.10708231546737024,S2,Approve,9000.0,7.97,A,742.0,16.34,55000.0,RENT,other,MI,,416,44.4,0.0,1.0,576.0
0.2820875206955463,S5,Review,2650.0,12.62,C,662.0,30.92,37963.0,MORTGAGE,major_purchase,NC,,158,74.1,0.0,3.0,94.0
0.04127369945736884,S1,Approve,20000.0,7.21,A,727.0,14.96,100000.0,MORTGAGE,home_improvement,MI,10.0,319,23.6,0.0,5.0,46506.0
0.08843528139504805,S1,Approve,7000.0,12.62,C,727.0,11.93,35000.0,OWN,debt_consolidation,VA,1.0,41,23.6,0.0,4.0,8282.0
0.19764025673768185,S4,Reject,16000.0,16.02,C,667.0,16.95,100000.0,RENT,other,NY,10.0,207,53.1,0.0,7.0,14255.0
0.2564937620375604,S4,Reject,13000.0,13.59,C,702.0,13.28,65000.0,MORTGAGE,debt_consolidation,GA,2.0,147,37.7,1.0,3.0,603.0
0.23294394701312307,S4,Reject,3300.0,30.17,F,672.0,24.69,71500.0,RENT,debt_consolidation,NH,1.0,82,84.9,1.0,7.0,409.0
0.18255264480043704,S3,Reject,8000.0,13.59,C,702.0,25.1,72000.0,MORTGAGE,credit_card,HI,10.0,144,86.2,2.0,2.0,651.0
0.44854340141525445,S5,Reject,2500.0,16.02,C,682.0,16.34,17000.0,RENT,debt_consolidation,AZ,,54,64.7,2.0,2.0,401.0
0.19285967806429533,S4,Reject,5600.0,12.62,C,692.0,31.88,55000.0,RENT,credit_card,IL,0.0,141,75.8,0.0,3.0,1442.0
0.2030448470228872,S4,Reject,13500.0,12.62,C,687.0,15.17,80000.0,MORTGAGE,debt_consolidation,NV,10.0,130,49.9,0.0,8.0,5439.0
0.14279634270997832,S3,Reject,5050.0,11.99,B,722.0,31.88,36480.0,OWN,major_purchase,CA,5.0,81,19.1,0.0,3.0,357.0
0.1177222437392789,S2,Approve,4200.0,7.21,A,722.0,21.44,44000.0,MORTGAGE,debt_consolidation,CO,7.0,179,29.8,0.0,7.0,11223.0
0.3074411676408238,S5,Reject,4800.0,21.45,D,667.0,14.83,20000.0,RENT,debt_consolidation,FL,2.0,38,42.9,1.0,6.0,5603.0
0.03241775261956225,S1,Approve,6000.0,12.62,C,757.0,20.12,85000.0,MORTGAGE,medical,SC,0.0,382,61.0,0.0,1.0,8018.0
0.29563401779978965,S5,Reject,12600.0,15.05,C,697.0,12.77,50000.0,RENT,major_purchase,SC,9.0,137,29.0,1.0,10.0,2428.0
0.0718087386647466,S1,Approve,25000.0,7.21,A,722.0,16.19,145000.0,MORTGAGE,debt_consolidation,CA,2.0,280,90.5,0.0,2.0,920.0
0.3849994971080988,S5,Reject,3000.0,11.99,B,777.0,34.28,25000.0,RENT,debt_consolidation,KS,,397,10.0,1.0,10.0,1831.0
0.05797339395747968,S1,Approve,5000.0,10.42,B,667.0,4.05,75000.0,OWN,home_improvement,SC,10.0,330,45.5,0.0,4.0,1584.0
0.2277035360949619,S4,Reject,8000.0,13.59,C,662.0,13.08,37793.0,RENT,debt_consolidation,PA,4.0,85,54.2,0.0,3.0,2646.0
0.11044115078838421,S2,Approve,24000.0,20.0,D,692.0,19.36,100000.0,MORTGAGE,debt_consolidation,NY,10.0,287,42.5,0.0,7.0,5489.0
0.35965029372214874,S5,Reject,21000.0,19.03,D,672.0,32.63,107000.0,RENT,credit_card,NY,10.0,202,60.1,0.0,6.0,2886.0
0.3003328891840532,S5,Reject,24800.0,17.09,D,697.0,38.82,17000.0,OWN,debt_consolidation,GA,0.0,226,37.0,0.0,11.0,29719.0
0.09984775390380186,S2,Approve,8000.0,11.99,B,727.0,18.23,175000.0,MORTGAGE,home_improvement,TX,0.0,222,46.2,1.0,11.0,7698.0
0.06044224290349592,S1,Approve,20000.0,7.35,A,717.0,14.91,91500.0,MORTGAGE,debt_consolidation,TN,1.0,166,41.4,1.0,2.0,12446.0
0.053480737348377466,S1,Approve,2250.0,7.21,A,737.0,21.48,48000.0,RENT,vacation,NC,8.0,129,9.2,0.0,1.0,14441.0
0.07824354553594563,S1,Approve,12500.0,10.91,B,702.0,10.35,40000.0,RENT,debt_consolidation,OR,2.0,173,73.1,0.0,0.0,2611.0
0.07617124318011803,S1,Approve,2500.0,13.59,C,712.0,11.92,60000.0,MORTGAGE,medical,TX,,156,78.9,0.0,1.0,185.0
0.2026199597618348,S4,Reject,16550.0,24.85,E,712.0,38.7,36000.0,MORTGAGE,debt_consolidation,OH,10.0,268,39.4,0.0,4.0,13516.0
0.3136160853688004,S5,Reject,3000.0,10.91,B,722.0,13.92,17000.0,MORTGAGE,debt_consolidation,MO,,194,12.8,1.0,4.0,9565.0
0.10178381272052406,S2,Approve,6500.0,7.21,A,762.0,18.87,50000.0,RENT,small_business,TX,10.0,251,10.0,1.0,6.0,36822.0
0.1851019628625552,S3,Reject,7225.0,20.0,D,712.0,20.98,60000.0,RENT,debt_consolidation,MA,0.0,211,52.5,1.0,5.0,5101.0
0.261388252954922,S4,Reject,4000.0,17.09,D,667.0,31.35,50000.0,MORTGAGE,debt_consolidation,AZ,10.0,333,80.0,2.0,6.0,2313.0
0.15856934382051102,S3,Reject,10000.0,15.05,C,702.0,19.67,90000.0,RENT,small_business,CA,6.0,134,96.4,1.0,3.0,390.0
0.21009139005765182,S4,Reject,7000.0,11.99,B,682.0,2.81,80000.0,RENT,debt_consolidation,NY,2.0,152,42.2,1.0,7.0,6030.0
0.4235971607751012,S5,Reject,12000.0,13.59,C,697.0,38.82,30000.0,MORTGAGE,home_improvement,CA,2.0,167,40.8,1.0,10.0,5917.0
0.11555148645460216,S2,Approve,32000.0,7.21,A,717.0,21.48,120000.0,RENT,credit_card,FL,1.0,264,68.6,0.0,1.0,26091.0
0.31880528688033866,S5,Reject,15000.0,23.88,E,692.0,30.56,45000.0,OWN,credit_card,VA,6.0,54,49.0,1.0,4.0,7655.0
0.25130946058042797,S4,Review,8000.0,10.91,B,667.0,18.1,95000.0,MORTGAGE,credit_card,OK,5.0,119,21.9,3.0,12.0,22003.0
0.11522029823600213,S2,Approve,6000.0,7.97,A,722.0,21.34,40000.0,RENT,debt_consolidation,OH,5.0,98,18.4,0.0,7.0,18022.0
0.3364638125773613,S5,Reject,15000.0,19.03,D,667.0,18.88,40000.0,RENT,credit_card,NY,0.0,143,44.6,2.0,5.0,14873.0
0.21078898162489032,S4,Reject,20000.0,9.93,B,717.0,2.07,75000.0,RENT,small_business,VA,1.0,329,10.6,0.0,1.0,22476.0
0.07929450579969738,S1,Approve,10000.0,7.97,A,737.0,27.31,65000.0,RENT,debt_consolidation,FL,0.0,79,53.3,0.0,2.0,3038.0
0.2040874737310267,S4,Review,1000.0,13.59,C,672.0,24.19,42000.0,MORTGAGE,other,NC,10.0,156,7.2,2.0,13.0,2662.0
0.06011161041957191,S1,Approve,3000.0,7.07,A,797.0,9.74,53000.0,MORTGAGE,moving,TX,2.0,245,12.9,0.0,2.0,16339.0
0.3313380109583296,S5,Reject,24000.0,21.45,D,672.0,32.52,100000.0,RENT,debt_consolidation,FL,5.0,39,61.9,1.0,3.0,2403.0
0.2857261067107342,S5,Review,40000.0,7.21,A,722.0,13.97,138000.0,RENT,debt_consolidation,MA,10.0,251,46.2,2.0,14.0,16099.0
0.04448137325894663,S1,Approve,13000.0,11.99,B,697.0,11.99,130000.0,MORTGAGE,debt_consolidation,CA,10.0,144,39.9,0.0,1.0,10110.0
0.15548764225569425,S3,Reject,10000.0,14.08,C,672.0,19.45,75543.0,MORTGAGE,home_improvement,TX,10.0,250,66.9,0.0,5.0,878.0
0.21473504074343283,S4,Review,9000.0,19.03,D,722.0,34.95,40000.0,MORTGAGE,credit_card,MI,10.0,135,56.8,0.0,2.0,0.0
0.3471802491614452,S5,Reject,6800.0,21.45,D,697.0,13.04,45000.0,RENT,debt_consolidation,CA,7.0,63,25.3,2.0,6.0,5544.0
0.2358552669733849,S4,Reject,20000.0,10.42,B,707.0,25.33,56000.0,RENT,debt_consolidation,NJ,9.0,90,33.0,1.0,3.0,4506.0
0.11468029837441568,S2,Approve,10000.0,10.91,B,702.0,25.48,117000.0,MORTGAGE,other,CO,10.0,302,90.2,0.0,1.0,350.0
0.11590452897388513,S2,Approve,6025.0,12.62,C,667.0,22.52,30000.0,OWN,debt_consolidation,MA,0.0,293,53.7,0.0,0.0,7109.0
0.17982023037928685,S3,Reject,20000.0,10.91,B,677.0,15.48,90000.0,RENT,credit_card,OH,1.0,67,59.8,0.0,3.0,5539.0
0.028679627627895967,S1,Approve,4800.0,7.07,A,812.0,25.32,50000.0,MORTGAGE,credit_card,NC,8.0,169,10.7,0.0,3.0,21667.0
0.20879254529076724,S4,Reject,8000.0,9.93,B,672.0,15.64,120000.0,MORTGAGE,credit_card,TX,4.0,146,42.2,0.0,10.0,4077.0
0.2352847962553676,S4,Reject,20000.0,10.42,B,747.0,9.61,120000.0,MORTGAGE,debt_consolidation,AZ,5.0,104,11.8,2.0,7.0,29330.0
0.04296826883836921,S1,Approve,8000.0,20.0,D,717.0,12.09,120000.0,MORTGAGE,debt_consolidation,TX,10.0,156,53.5,0.0,2.0,15460.0
0.2623319023309582,S4,Reject,10000.0,13.59,C,682.0,17.07,50000.0,OWN,debt_consolidation,ME,10.0,175,56.0,1.0,8.0,8279.0
0.1669030052083088,S3,Reject,8000.0,10.91,B,677.0,32.11,70000.0,MORTGAGE,credit_card,PA,10.0,351,76.6,0.0,4.0,1990.0
0.4265930318289168,S5,Reject,5000.0,15.05,C,662.0,12.27,27000.0,OWN,major_purchase,NJ,4.0,65,54.0,0.0,6.0,169.0
0.3141918648190663,S5,Review,1650.0,20.0,D,722.0,22.93,20000.0,RENT,other,NC,0.0,94,26.1,2.0,3.0,0.0
0.16576128834420753,S3,Reject,3000.0,9.44,B,737.0,35.98,56000.0,OWN,major_purchase,TX,,267,15.8,1.0,8.0,65329.0
0.1904214472808815,S3,Reject,6500.0,10.91,B,672.0,17.17,93000.0,RENT,debt_consolidation,TX,2.0,121,23.3,0.0,5.0,835.0
0.4628661187487049,S5,Reject,4725.0,12.62,C,672.0,20.24,17000.0,RENT,debt_consolidation,TX,,102,50.2,1.0,4.0,966.0
0.055868268226406816,S1,Approve,16000.0,7.21,A,737.0,10.75,96000.0,MORTGAGE,credit_card,GA,10.0,222,25.4,0.0,3.0,17635.0
0.17497891878884292,S3,Reject,2400.0,22.91,E,687.0,11.41,75000.0,OWN,debt_consolidation,CA,5.0,48,29.8,1.0,9.0,13556.0
0.18821120801315988,S3,Review,5000.0,13.59,C,727.0,38.82,20800.0,MORTGAGE,home_improvement,NY,,172,94.9,0.0,2.0,3.0
0.1729517845323496,S3,Reject,7200.0,12.62,C,712.0,17.82,40000.0,RENT,other,NY,4.0,115,67.9,0.0,2.0,962.0
0.1822368786526032,S3,Reject,10000.0,15.05,C,692.0,25.74,40000.0,RENT,credit_card,CA,2.0,133,44.1,0.0,2.0,512.0
0.4247463572161617,S5,Reject,5000.0,19.03,D,672.0,8.06,32000.0,RENT,debt_consolidation,NJ,7.0,170,93.6,0.0,4.0,192.0
0.4203713300646683,S5,Reject,11600.0,15.05,C,677.0,28.94,29031.0,OWN,debt_consolidation,KS,,144,58.1,1.0,3.0,6601.0
0.03273107561484562,S1,Approve,21000.0,9.93,B,707.0,6.41,265000.0,MORTGAGE,debt_consolidation,MA,10.0,274,61.4,0.0,3.0,29989.0
0.16586948098706825,S3,Reject,10000.0,14.08,C,692.0,20.74,44500.0,MORTGAGE,debt_consolidation,NC,10.0,336,91.6,0.0,4.0,535.0
0.03822531200167985,S1,Approve,6000.0,7.97,A,772.0,19.58,87600.0,MORTGAGE,debt_consolidation,AL,10.0,140,7.5,2.0,8.0,62358.0
0.2625326248875638,S4,Reject,6875.0,16.02,C,662.0,5.5,19200.0,MORTGAGE,debt_consolidation,FL,10.0,153,56.9,1.0,3.0,398.0
0.1752930211224389,S3,Reject,6000.0,10.91,B,697.0,2.32,60000.0,RENT,debt_consolidation,CA,3.0,59,46.5,0.0,4.0,3424.0
0.0997106381548077,S2,Approve,2500.0,20.0,D,702.0,28.24,60000.0,MORTGAGE,home_improvement,NJ,10.0,336,41.1,1.0,4.0,49061.0
0.15307576371804318,S3,Reject,40000.0,10.91,B,687.0,8.78,200000.0,MORTGAGE,debt_consolidation,MN,10.0,220,37.9,1.0,6.0,14341.0
0.03552729269331354,S1,Approve,2500.0,7.21,A,707.0,13.72,65000.0,MORTGAGE,home_improvement,LA,2.0,180,42.6,0.0,4.0,1444.0
0.11690746587346541,S2,Approve,40000.0,7.21,A,737.0,11.11,212000.0,MORTGAGE,debt_consolidation,NC,10.0,479,52.4,0.0,7.0,7868.0
0.46318632878756444,S5,Reject,35000.0,23.88,E,672.0,8.95,145000.0,OWN,debt_consolidation,CA,0.0,192,70.7,2.0,7.0,989.0
0.1259024332310085,S2,Approve,16000.0,7.97,A,817.0,2.59,38000.0,MORTGAGE,home_improvement,FL,,146,5.5,0.0,3.0,28717.0
0.018408780431795023,S1,Approve,20000.0,7.07,A,752.0,3.38,160000.0,MORTGAGE,home_improvement,CA,3.0,371,1.1,0.0,5.0,120815.0
0.03822468862464397,S1,Approve,9600.0,7.21,A,717.0,4.12,125000.0,RENT,moving,CA,0.0,423,10.7,0.0,1.0,31258.0
0.10359736532121791,S2,Review,8000.0,7.97,A,732.0,18.92,100000.0,MORTGAGE,debt_consolidation,TX,6.0,189,17.8,0.0,12.0,22429.0
